pH;Dureza;Sólidos;Cloraminas;Sulfatos;Conductividad;Carbono_orgánico;Trihalometanos;Turbidez;Potabilidad
7.48;218.26;12088.42;4.87;407.3;518.38;17.12;56.71;4.26;SI
5.37;201.33;19410.23;3.24;384.56;350.18;13.45;;3.64;SI
7.06;140.61;17941.81;6.28;376.05;402.59;12.44;29.47;3.4;SI
6.88;190.84;21979.03;5.63;363.83;349.19;9.55;68.41;4.55;SI
4.81;250.18;11465.58;4.36;398.16;607.03;18.21;62.51;3.02;SI
4.99;242.62;13900.78;6.47;;429.83;17.27;61.25;3.15;SI
4.79;234.89;28174.62;10.85;187.42;444.85;11.78;89.01;2.9;SI
4.04;291.46;52318.92;7.78;;401.2;16.54;87.81;3.05;SI
6.51;240.29;29534.69;6.78;341.73;265.25;13.57;93.17;4.5;SI
6.78;153.89;24415.07;7.32;;459.88;14.78;93.91;2.73;SI
6.95;211.7;33737.29;6.3;;395.41;14.18;39.8;4.11;SI
5.63;226.83;28334.49;8.01;293.92;351.16;15.02;35.18;5.05;SI
5.97;194.8;17350.06;4.47;404.61;406.81;11.54;48.17;4.18;SI
6.32;180.97;36278.72;9.96;275.59;307.69;18.2;93.59;2.65;SI
8.03;193.35;7714.75;6.09;;440.94;22.5;62.01;3.48;SI
8.88;135.52;4857.25;5.21;;532.34;20.3;20.34;3.83;SI
5.99;224.61;29983.12;7.38;329.73;604.63;17.74;65.12;4.84;SI
10.27;163.62;18894.85;10.07;269.65;446.45;11.86;82.45;3.18;SI
;131.55;21626.5;7.21;;390.96;14.84;26.51;4.73;SI
6.11;249.14;45249.45;7.37;338.77;314.97;11.25;88.66;3.1;SI
9.44;73.49;20438.22;8.02;315.81;458.68;12.54;50.85;3.49;SI
6.89;223.6;29189.14;10.51;253.83;386.62;11.31;67.92;4.56;SI
6.51;169.22;25151.41;4.61;375.61;296.07;15.09;74.08;4.4;SI
5.77;213.36;26124.93;8.63;273.28;465.56;8.01;59.96;6.49;SI
4.91;308.25;44063.1;7.93;280.93;327.48;14.86;;4.9;SI
9.74;166.95;13623.16;7.24;385.06;369.59;12.32;68.51;2.57;SI
5.54;185.67;20143.07;10.24;209.47;517.94;18.46;49.37;3.67;SI
;193.5;42268.33;9.01;258.39;384.68;9.09;75.44;3.6;SI
;143.3;16263.17;6.23;;503.66;19.59;;3.45;SI
6.45;240.24;13979.17;9.08;314.59;473.75;17.42;84.02;3.62;SI
5.48;211.4;27361.66;5.81;340.62;358.04;16.63;;3.77;SI
8.54;181.41;31429.38;7.56;350.4;393.89;10.25;82.72;2.32;SI
7.38;175.98;9460.32;5.94;;402.02;15.64;37.39;3.22;SI
6.66;199.59;15902.95;5.26;346.58;347.35;15.99;61.16;2.23;SI
6.78;218.41;17968.88;8.25;;358.72;10.52;57.24;4.33;SI
8.74;194.68;24283.66;8.86;329;333.62;16.52;67.25;3.8;SI
7.15;196.56;16911.2;6.89;320.1;520.11;12.85;66.81;4.03;SI
;242.91;9654.73;6.25;359.67;588.57;15.2;62.82;5.65;SI
5.04;232.23;25653.69;5.93;328.33;529.05;13.54;38.35;3.6;SI
;281.58;21707.49;5.04;348.24;347.96;15.37;85.92;4;SI
7.75;168.36;14336.63;5.26;;421.49;7.5;67.62;4.04;SI
6.26;208.38;37356.75;8.57;256.47;380.24;5.57;68.44;4.21;SI
8.6;189.52;14518.97;5.12;422.99;348.04;17.36;;3.52;SI
5.77;272.47;15417.93;7.73;315.4;424.46;15.28;60.82;3.9;SI
7.09;206.36;13839.71;8.09;321.3;369.97;14.9;66.67;5.66;SI
8.03;158.04;19663.47;8.43;283.27;431.3;20.7;59.97;4.39;SI
;286.2;46931.88;7.44;262.53;557.42;14.47;74.04;4.12;SI
4.73;249.67;20834.29;5.04;379;411.11;17.77;78.82;3.16;SI
8.2;214.52;10389.54;6.3;327.19;403.19;15.07;72.76;3.22;SI
6.44;196.62;25740.41;2.48;435.67;352.35;16.92;33.05;4.5;SI
7.04;179.65;28827.36;4.95;389.89;593.4;12.08;58.36;4.37;SI
;185.76;27345.17;8.93;;313.88;13.42;56.97;4.41;NO
;185.85;14971.95;6.67;346.49;418.45;18.68;67.71;5.11;NO
6.95;220.96;36438.31;5.55;337.96;368;20.16;53.01;4.82;NO
5.74;188.22;26831.61;6.2;318.38;498.14;9.66;53.51;3.32;NO
5.6;177.21;17925.35;8.44;303.73;552.31;10.34;57.82;5.24;NO
7.35;193.63;26736.09;10.42;309.42;557.5;16.52;61.08;3.66;NO
6.26;206.89;31414.53;4.53;349.73;567.03;15.96;73.02;4.01;NO
9.93;208.49;19666.99;8.01;340.24;482.84;11.36;85.83;4.05;NO
5.38;175.57;15372;7.46;312.35;308.73;12.18;;4.36;NO
4.96;166.26;22229.23;9.92;295.13;449.15;12;63.43;3.9;NO
6.46;192.26;18340.05;8.83;335.97;517.43;23.37;51.8;2.64;NO
6.54;214.64;21230.43;6.49;336.97;532.57;18.26;90.91;4.53;NO
6.25;225.78;23920.25;7.02;303.79;484.59;13.43;67.4;2.72;NO
7.97;180.53;19384.04;9.87;325.5;386.06;11.27;67.27;4.07;NO
;212.73;37030.71;5.04;351.06;535.3;15.9;33.37;4.83;NO
7.61;223.29;40879.79;7.03;310.63;370.27;14.38;73.76;3.15;NO
6.89;173.33;19947.92;7.49;334.1;441;10.78;89.01;5.45;NO
9.88;208.91;14673.67;6.24;366.82;442.34;19.63;66.82;4.22;NO
7.64;178.27;18308.5;6.55;362.33;394.18;11.29;81.99;4.5;NO
6.96;223.6;31101.68;3.69;343.83;530.22;13.68;70.43;3.45;NO
8.06;208.04;15489.33;5.62;361.97;423.42;15.37;75.45;3.6;NO
7.24;213.42;23432.96;5.93;328.36;325.39;14.03;60.57;3.83;NO
7.49;199.68;25396.01;4.96;342.45;444.68;16.12;43.14;5.05;NO
8.41;234.88;27554.35;5.68;362.49;519.03;14.48;55.63;2.98;NO
6.14;175.27;29072.17;12.06;287.7;469.98;13.14;83.28;3.48;NO
6.1;174.87;16314.23;8.06;;435.78;10.66;62.08;5.14;NO
6.38;243.69;39960.3;6.7;297.19;437.73;15.97;54.93;4.14;NO
9.46;225.4;12224.62;2.98;387.1;485.7;13.2;62.3;2.85;NO
7.87;199.04;20434.11;6.21;337.92;549.41;16.5;;4.32;NO
5.87;153.67;21910.76;9.75;319.36;352.46;14.15;65.23;5.12;NO
;186.87;26004.53;8.49;320.69;534.13;19.89;54.37;5.14;NO
6.53;210;28970.09;4.25;;422.82;7.09;83.69;3.36;NO
5.15;207.3;27000.11;6.69;;350;12.49;49.85;4.69;NO
7.86;210.95;26703.85;6.51;341.34;374.07;8.81;72.8;3.42;NO
7.7;234.64;22057.38;8.12;;397.4;14.9;50.92;3.03;NO
6.73;201.13;22888.79;7.66;319.46;325.54;16.79;58.96;4.41;NO
10.46;190.99;6700.78;6.88;;498.93;14.56;66.7;4.96;NO
9.11;205.94;20868.63;6.96;330.93;422.04;16.13;77.8;4.57;NO
8.08;174.16;12677.84;7.3;333.58;589.55;14.85;39.53;3.61;NO
7.08;232.58;26177.79;3.91;334.16;380.46;9.63;41.95;3.7;NO
;139.33;2912.21;10.34;343.32;532.89;11.08;42.17;4.09;NO
8.04;169.69;8896.2;7.84;328.94;430.84;12.26;76.33;3.16;NO
7.04;192.96;20988.43;6.42;320.95;381.36;15.4;88.3;3.99;NO
5.48;166.16;21144.98;7.61;322.73;306.36;14.17;64.14;4.06;NO
8.53;248.58;22372.3;2.99;366.15;341.76;14.69;78.71;2.54;NO
7.27;176.85;14859.06;8.26;327.17;445.04;19.92;87.07;3.36;NO
6.26;181.07;16905.8;11.59;;481.31;10.64;74.56;4.18;NO
7.24;202;14462.67;6.74;314.04;534.8;14.21;82.95;3.78;NO
8.69;144.24;2552.96;9.2;347.98;517.43;13.96;42.39;2.28;NO
8.64;168.61;7013.21;8.45;355.21;419.79;17.93;33.64;4.19;NO
7.18;180.85;10859.55;8.26;341.3;358.06;12.07;83.33;3.88;NO
7.16;203.78;34226.07;9.41;320.26;415.58;16.22;90.18;3.35;NO
8.93;189.99;15249.62;7.08;341.53;361.9;21.28;;2.75;NO
6.35;206.27;18409.04;3.72;348.21;389.68;13.21;60.29;2.86;NO
6.68;238.51;26132.21;6.3;309.24;326.03;8.14;46.09;2.96;NO
5.45;201.38;28001.12;7.21;331.59;365.09;11.79;65.94;3.95;NO
7.54;185.83;21575.25;7.44;333.08;444.12;15.83;49.07;4.53;NO
;199.92;15335.51;8.09;303.33;399.61;11.82;58.22;4.48;NO
4.37;188.65;29542.34;8.12;301.02;456.31;16.35;46.7;4.65;NO
10.32;217.27;10676.51;3.45;397.75;492.21;12.81;72.28;3.41;NO
6.6;198.32;21078.89;6.23;331.5;447.99;12.94;59.83;4.7;NO
4.2;189.47;31292.13;7.11;;370.77;11.99;50.32;5.21;NO
7.92;173.36;13454.63;6.95;356.77;471.37;16.48;68;3.37;NO
6.33;166.74;18397.2;8.08;;436.99;12.91;67.65;3.94;NO
;181.3;23433.9;7.73;;329.74;12.28;38.76;5.13;NO
7.76;186.13;25926.08;8.01;;399.13;22.85;35.24;4.11;NO
8.24;190.06;20015.4;8.39;356.09;377.68;17.74;37.71;4.94;NO
5.68;188.19;35643.18;8.88;322.17;256.3;15;;2.34;NO
7.42;193.77;23207.09;7.47;;496.11;15.74;73.19;4.67;NO
4.78;196.27;19185.79;4.94;329.14;459.08;13.37;84.58;4.38;NO
7.87;210.04;14310.62;6.61;;403.36;12.88;74.13;4.8;NO
5.9;201.86;25394.1;7.69;313.65;434.72;18.01;59.97;4.59;NO
7.71;178.92;18476.62;8.23;334.89;518.04;10.64;63.16;3.86;NO
7.82;190.31;20229.11;9.19;335.64;379.22;14.98;73.43;3.1;NO
6.14;168.44;23894.14;9.49;318.03;494.13;19.12;60.26;3.84;NO
5.04;193.17;17342.31;7.84;322.11;444.45;17.47;66.54;4.54;NO
8.68;200.74;15049.58;8.63;356.81;441.3;17.85;74.59;4.98;NO
7.69;221.36;30253.85;6.27;320.48;529.75;17.97;84.7;4.98;NO
8.57;200.07;9782.34;5.66;;511.16;11.86;66.05;4.6;NO
5.67;184.78;17527.72;5.31;339.06;409.48;15.2;31.94;3.27;NO
6.62;204.34;21443.26;5.98;312.32;413;11.97;62.52;2.84;NO
6.54;195.57;29616.49;7.11;329;530.8;11.9;68.14;2.36;NO
;169.19;18408.29;5.13;342.94;350.89;19.33;86.68;6.74;NO
9.24;223.69;21610.58;4.12;;480.01;12.73;65.55;5.27;NO
;162.63;21318.96;7.58;289.21;457.81;7.48;60.24;4.51;NO
6.34;158.34;15288.21;7.6;342.45;334.94;9.24;38.1;5.46;NO
5.98;181.26;11826.29;3.69;356.17;543.35;8.83;60.21;4.25;NO
7.61;172.2;10930.06;8.43;;400.71;12.56;51.64;3.24;NO
6.43;178.33;25993.71;7.29;329.7;566.75;11.97;60.74;6.03;NO
;196.25;17909.37;3.67;;417.29;14.56;57.73;3.89;NO
6.11;191.76;26853.95;9.06;312.2;375.55;15.51;73.79;4.88;NO
5.84;168.3;19156.12;6.88;331.48;506.76;14.53;80.42;4.14;NO
5.37;175.43;29009.01;6.48;;463.48;19.37;67.29;4.27;NO
5.35;184.78;22274.37;9.73;319.03;492.14;11.89;87.3;2.95;NO
5.39;212.59;40149.32;8.12;318.79;355.55;17.35;64.21;3.66;NO
9.92;207.07;16544.28;7.04;363.04;278.75;17.05;44.3;4.12;NO
;218.3;42061.32;6.33;324.54;503.14;15.71;48.5;4.33;NO
7.12;204.16;20574.36;7.09;;353.93;16.49;57.02;3.77;NO
9.42;173.64;8777.69;8.46;358.29;596.83;16.79;105.27;4.6;NO
7.46;263.04;31085.08;1.68;;584.6;11.81;45.5;4.11;NO
5.27;206.31;42210.89;8.85;;410.65;11.93;46.54;5.07;NO
7.29;202.33;21891.68;7.63;339.83;379.27;7.65;64.02;4.24;NO
7.8;223.69;37376.79;6.66;;343.76;16.7;74.78;2.91;NO
6.84;197.46;23608.86;8.4;;526.43;10.88;62.04;2.88;NO
5.61;152.95;19835.98;9.35;323.39;596.08;14.38;49.43;4.64;NO
5.7;233.52;41411.6;5.9;310.16;509.77;22.69;73.75;3.4;NO
5.41;226.59;45510.58;7.07;307.62;420.12;21.94;58.85;4.09;NO
;208.18;17264.84;3.3;387.07;631.3;8.4;68.3;3.91;NO
5.02;169.4;29072.04;10.71;297.01;467.22;15.91;23.79;4.29;NO
4.55;197.08;25969.22;8.87;;461.84;12.85;69.34;3.93;NO
;203.51;21417.59;6.07;319.52;348.53;12.61;68.64;4.61;NO
7.03;202.81;23502.86;5.24;335.55;471.13;13.89;63.75;5.99;NO
5.77;194.5;16173.73;6.34;318.79;387.13;12.04;52.51;4.24;NO
8.44;183.11;12856.93;7.4;361.78;587.02;15.93;77.95;3.82;NO
5.91;213.47;41839.46;7.92;312.33;357.26;15.6;54.42;4.3;NO
6.9;187.42;19024.49;6.92;;428.79;12.58;44.38;5.37;NO
10.25;217.74;9651.87;4.34;369.3;528.12;18.66;54.15;3.29;NO
8.21;182.91;18949.98;6.66;347.13;332.86;18.33;66.69;4.23;NO
7.29;208.44;30879.03;6.86;336.05;352.6;10.57;64.03;4.69;NO
8.81;226.11;18140.59;4.93;320.8;350.12;14.34;64.33;3.88;NO
6.64;198.88;27867.49;7.33;318.41;573.72;13.19;81.55;4.69;NO
6.15;197.54;39657.27;9.9;288.16;319.43;11.59;120.03;4.6;NO
5.91;177.89;27296.29;8.87;312.02;385.81;13.94;60.61;4.81;NO
5.39;163.34;19646.23;9.09;314.24;491.75;15.5;48.69;3.58;NO
5.01;160.5;27218.82;11.54;289.98;303.26;16.57;70.7;3.67;NO
6.5;163.26;15000.19;7.64;334.1;517.43;17.53;37.77;4.96;NO
9.61;200.84;18907.64;7.52;;370.9;11.36;64.37;4.41;NO
8.74;179.41;9694.35;6.58;368.5;323.74;13.93;85.78;2.84;NO
8.39;187.64;10603.1;7.84;352.84;376.24;13.37;58.95;2.83;NO
;204.92;12556.75;5.79;359.95;610.77;16.01;52.44;3.26;NO
3.84;186.92;19988.65;7.17;;483.33;13.42;74.38;3.64;NO
4.3;148.74;26640.07;9.24;316.76;365.84;12.52;54.08;3.07;NO
9.9;210.65;13189.52;4.95;;481.14;11.76;49.85;3.81;NO
4.32;186.06;30565.58;9.81;276.83;282.69;13.45;;3.24;NO
8.31;196.55;11310.96;5.31;364.41;607.92;8.46;76.69;4.29;NO
;179.15;4784.97;5.7;378.4;517.5;14.39;68.69;2.38;NO
3.41;207.4;49074.73;5.67;301.98;351.52;15.99;86.64;3.72;NO
7.51;182.19;17100.89;5.95;357.27;499.1;20.73;60.67;3.34;NO
6.98;191.86;26189.65;7.28;317.18;564.65;19.43;50.51;4.93;NO
;164.38;15908.56;11.21;;360.81;17.24;60.18;4.38;NO
7.46;237.58;25222.96;7.28;316.56;377.68;5.91;62.04;3.95;NO
;190.05;18327.44;7.9;354.42;445.93;12.9;63.46;4.54;NO
7.22;204.77;15658.09;3.84;;407.38;15.15;64.99;4.4;NO
8.79;187.44;7850.64;6.36;;384.92;16.72;77.9;3.48;NO
;198.23;26486.18;6.47;;472.69;11.03;63.73;4.15;NO
;219.01;29433.42;9.38;302.77;426.43;17.31;70.06;5.78;NO
9.05;169.51;4343.36;5.78;386.7;471.93;16.17;62.72;2.81;NO
9.52;199.08;9082.82;5.98;367.23;501.45;12.88;55.77;3.81;NO
6.15;213.18;20417.26;6.24;;435.38;23.51;81.3;4.09;NO
7.49;210.35;29252.5;5.92;339.85;445.06;16.92;84.87;5.49;NO
7.09;221.19;29091.21;5.13;;515.06;19.58;62.63;5.12;NO
6.62;172.06;14877.29;7.08;338.44;405.82;15.66;58.56;4.33;NO
6.03;200.42;32882.16;6.52;352.02;349.98;14.1;43.38;3.42;NO
6.34;164.82;14973.3;10.71;316.14;337.22;19.41;64.38;3.84;NO
;209.77;27382.77;7.43;323.96;301.2;13.97;62.74;4.1;NO
7.46;217.7;19436.5;4.64;352.42;494.09;14.46;57.2;3.84;NO
6.36;175.04;25833.85;8.24;333.95;302.19;10.56;70.11;3.68;NO
9.01;228.92;25208.15;6.77;;380.15;15.52;;2.9;NO
7.47;223.18;18261.69;5.21;;456.26;14.02;99.13;2.08;NO
5.74;189.83;15825.44;8.11;313.06;425.02;14.9;81.37;2.72;NO
7.79;174.89;13404.25;7.52;;491.43;13.83;75.06;4.9;NO
7.14;180.9;9727.65;5.71;;399.95;15.95;67.7;3.27;NO
8.81;157.23;4728.65;8.85;356.77;299.28;9.44;61.64;5.18;NO
8;186.46;15007.27;7.7;355.73;561.61;10.15;67;3.14;NO
7.16;214.01;23718.55;3.92;343.76;506.9;15.45;;5.18;NO
6.43;202.94;20920.25;5.53;338.58;332.61;12.81;75.1;3.57;NO
6.12;179.58;27951.61;8.08;303.65;467.17;13.84;69.02;3.63;NO
8.46;228.73;16061.59;4.14;356.3;370.71;14.06;82.36;4.91;NO
5.77;200.14;27840.69;7.13;318.64;414.02;15.55;62.52;3.08;NO
;220.98;11562.44;6.03;359.19;406.47;14.15;59.37;4.59;NO
6.76;192.14;19089.95;4.36;345.02;457.55;13.27;;4.91;NO
7.9;174.69;10465.26;7.67;350.54;472.04;14.63;60.86;3.08;NO
8.58;221.15;24897.29;6.22;341.81;389.29;15.95;36.08;3.92;NO
5.6;229.3;44652.36;6.5;324;424.26;12.36;40.41;3.83;NO
8.15;218.44;31350.28;5.51;334.64;376.67;14.89;52.42;4.31;NO
6.67;222.49;25319.91;4.97;339.06;318.56;19.37;72.72;3.93;NO
6.5;173.77;23734.85;9.01;330.16;593.56;13.99;63.69;4.36;NO
9.74;209.76;10897.15;6.11;358.19;449.37;13.91;47.1;5.57;NO
9.27;204.36;14333.54;9.07;328.3;431.48;11.93;90.9;5.26;NO
;180.89;17705.61;6.22;350.2;447.94;10.46;32.07;4;NO
10.06;175.88;5232.91;9.67;;477.98;16.47;62.6;3.82;NO
6.48;177.29;16532.83;10.1;305.25;466.65;6.78;65.15;4.31;NO
6.1;200.65;16932.58;6.54;;404.46;9.06;84.06;2.96;NO
6.3;214.21;21022.84;7.26;331.82;434.05;15.87;64.85;1.68;NO
5.28;185.71;26532.74;6.13;328.14;543.18;17.4;47.07;4.8;NO
8.27;192;11889.22;8.38;345.99;405.34;17.4;85.44;3.08;NO
6.04;246.69;39489.01;3.19;;357.99;13.24;78.4;4.21;NO
6.24;171.1;19605.03;8.27;;512.89;17.22;53.61;3.47;NO
8.21;192.18;12819.88;7.54;343.48;418.68;13.35;86.98;3.38;NO
;205.64;39742.97;4.66;323.96;509.55;11.67;55.04;3.92;NO
;233.02;27071.12;6.22;298.11;357.12;16.77;51.28;4.28;NO
;220.55;28135.08;7.98;307.65;421.46;17.53;86.85;3.57;NO
9.84;230.47;16103.36;5.6;;300.06;14.38;61.94;4.22;NO
8.72;219.78;30681.12;7.27;340.92;481.85;9.15;50.18;2.89;NO
7.01;220.56;18628.7;6.78;;398;14.81;77.76;3.12;NO
6.49;172.86;14625.56;7.74;349.4;652.54;10.21;56.95;4.67;NO
7.81;180.35;17516.7;7.49;352.28;370.01;14.29;80.88;2.9;NO
9.65;205.21;8508.15;4.95;386.54;392.77;12.45;53.9;3.19;NO
8.01;151.74;8864.69;11.25;;447.48;12.41;;5.25;NO
;170.55;17561.27;8.32;349.29;374.46;10.99;73.7;3.72;NO
;204.73;33798.11;6.58;;426.08;13.94;69.05;3.85;NO
7.39;189.6;29122.7;8.42;321.57;458.04;17.2;56.77;4.82;NO
5.5;204.68;29493.42;7.6;323.61;476.84;16.67;83.41;5.06;NO
6.06;230.72;44868.46;6.44;;397.24;14.04;76.7;3.29;NO
;222.82;23879.23;5.08;;382.76;15.86;66.27;4.24;NO
6.27;185.71;24769.51;6.72;318.23;534.54;13.63;69.14;4.67;NO
;190.93;20661.41;10.18;299.35;471.06;9.23;60.02;4.97;NO
6.28;196.78;29213.62;8.53;334.48;574.54;11.1;;5.7;NO
9.04;181.57;8273.59;6.7;;372.55;9.76;65.22;4.01;NO
8.52;201.61;24207.3;7.22;;436.63;15.74;63.31;5.11;NO
;183.46;19998.86;7.15;337.54;294.85;10.09;66.3;4.18;NO
;193.4;30630.76;6.87;342.19;430.4;17.45;49.88;2.91;NO
4.03;203.39;42327.17;8.55;279.68;503.73;13.76;46.38;4.18;NO
6.41;204.36;32333.84;5.2;345.72;389.22;11.15;91.2;5.01;NO
6.28;184.95;28653.47;6.52;335.26;470.43;11.2;;4.34;NO
7.65;188.51;22510.98;8.62;;393.29;12.85;73.31;4.95;NO
5.55;204.26;39997.78;7.03;319.2;431.97;15.4;41.95;3.95;NO
;216.68;17870.32;6.61;338.42;438.13;15.44;83.27;2.6;NO
7.47;240.35;36701.97;4.54;339.22;453.21;16.11;67.95;3.38;NO
;179.15;21051.37;8.89;296.95;418.27;18.8;92.1;3.76;NO
7.92;214.19;23823.49;7.29;341.17;411.42;19.59;25.06;4.03;NO
;191.76;10830.8;6.36;;492.2;17.29;43.27;4.27;NO
;181.37;14579.82;5.44;;308.79;9.55;60.21;4.16;NO
5.43;201.78;31157.11;7.29;304.43;451.56;10.84;87.63;3.68;NO
8.34;202.2;21295.75;5.62;;428.95;15.49;81.32;4.83;NO
6.72;195.19;19966.74;7.74;354.21;411.8;17.32;67.98;2.44;NO
6.1;211.45;39352.78;6.21;;488.14;11.79;46.93;4.59;NO
6.58;156.22;12772.1;9.76;341.75;418.97;10.38;78.31;3.77;NO
4.68;220.48;38748.41;4.65;306.45;442.53;10.94;;4.13;NO
8.15;219.56;13699.68;3.8;;460.53;14.95;79.63;3.52;NO
;226.55;13584.49;4.19;374.16;335.38;9.15;82.86;2.36;NO
;220.84;27319.57;4.51;330;463.97;13.99;;5.67;NO
5.67;194.13;20081.54;6.78;;403.99;18.28;;3.59;NO
6.62;185.41;16360.57;9.47;320.85;458.92;12.49;40.96;3.55;NO
8.27;188.16;11120.7;7.41;346.32;344.15;15.31;89.45;3.33;NO
;241.9;25717.94;4.24;369.54;474.94;15.31;48.37;4.31;NO
;221.62;11954.7;6.66;;391.24;12.96;;3.28;NO
10.51;213.88;16786.93;6.62;;411.22;16.59;67.75;3.51;NO
5.17;207.28;44612.75;7.29;300.25;552.91;12.72;52.24;2.95;NO
6.96;193.75;27408.5;10.18;307.69;302.94;15.89;78.08;2.4;NO
6.55;205.17;13584.9;3.78;;327.97;15.63;51.85;4.2;NO
6.56;195.16;15405.5;2.75;;436.28;10.86;;3.79;NO
9.04;221.32;14149.5;5.33;366.67;377.86;13.01;87.9;4.35;NO
5.97;202.75;19952.31;7.87;311.19;412.04;18.63;73.17;5.01;NO
6.27;191.85;15130.15;5.11;349.95;538.2;12.38;52.1;4.51;NO
6.6;212.98;23564.58;6.61;325.35;430.33;14.35;33.4;4.46;NO
7.14;153.24;11553.04;8.44;329.4;278.48;11.27;81.72;3.79;NO
8.12;208.69;23985.86;7.51;346.42;436.29;9.61;67.38;2.93;NO
7.67;210;22993.73;5.54;343.49;417.74;7.75;63.55;2.71;NO
5.56;154.3;20503.43;9.64;313.47;355.21;18.47;75.14;4.54;NO
7.54;192.23;24227.96;7.24;336.15;369.43;18.19;70.59;3.7;SI
;218.57;11724.62;7.57;296.43;452.73;14.67;51.26;3.56;SI
7.34;210.12;12810.42;8.87;309.66;412.71;12.39;73.51;3.92;SI
10.02;210.13;9064.04;7.2;363.56;324.65;10.21;92.64;3.85;SI
;188.74;19037.46;6.03;;388.07;15.15;78.5;2.72;SI
7.85;233.98;6670.66;6.84;;545.31;16.54;67.48;3.89;SI
;155.68;52060.23;2.58;365.08;323;14.17;48.25;2;SI
6.33;197.48;23460.82;6.12;303.55;399.56;18.82;62.22;4.04;SI
9.62;221.76;12538.97;9.09;;441.88;13.81;;2.95;SI
;186.6;29496.91;8.12;378.43;616.18;14.96;65.44;2.48;SI
8.89;224.08;22960.18;8.98;274.69;466.25;9.69;59.58;3.62;SI
;195.84;14563.68;9.32;;289.66;9.18;49.54;3.96;SI
8.14;211.79;15494.36;9.45;;363.13;15.4;54.49;4.35;SI
8.17;203.42;16925.01;5.57;337.25;527.91;18.36;60.39;3.92;SI
4.93;164.67;31155.54;7.41;383.78;506.53;14.98;69.25;5.05;SI
8.98;199;20225.64;7.57;352.69;492.1;19.62;64.18;3.2;SI
7.37;220.39;17606.89;9.43;274.21;551.15;14.83;67.31;3.18;SI
9.11;202.51;24678.33;5.58;334.72;467.11;12.94;46.94;4.49;SI
4.17;164.35;23863.72;8.59;;547.47;13.84;71.05;2.8;SI
7.81;216.47;21299.32;6.22;;524.08;13.9;83.15;5.13;SI
6.7;230.77;9727.76;5.94;223.24;405.76;12.83;74.39;3.42;SI
3.62;156.9;26738.53;5.02;388.75;388.75;17.2;63.56;5.37;SI
7.97;186.35;21440.74;7.83;393.77;461.36;13.91;86.12;5.12;SI
4.6;204.86;13891.04;6.37;;631.82;11.42;70.45;3.98;SI
;204.67;12874.44;5.07;324.7;402.62;16.64;64.85;4.06;SI
3.99;179.45;18682.28;6.46;331.15;538.17;13.92;;3.38;SI
8.91;202.46;33653.76;5.43;330.83;426.19;18.76;79.37;4.64;SI
5.9;198.31;21148.24;9.12;326.25;312.39;13.04;74.31;4.9;SI
9.51;215.73;16553.56;7.55;321.78;453.92;9.64;57.87;2.65;SI
8.84;229.96;7839.32;10.51;278.43;370.09;15.79;77.17;4.58;SI
7.72;208.44;17248.62;7.69;286.4;269.01;11.76;56.88;3.22;SI
9.09;208.91;32238.08;6.9;321.08;449.26;12.51;89.21;4.43;SI
1.76;147.58;41538.24;7.73;376.01;428.44;10.83;65.01;2.97;SI
7.73;213.95;20461.76;5.34;;338.21;17.03;58.59;4.16;SI
6.73;178.49;31991.96;5.63;;341.77;14.81;64.13;5.11;SI
5.09;173.57;33455.24;6.03;351.27;507.48;17.8;62.47;3.96;SI
9.55;212.05;25189.83;6.2;316.57;498.27;20.05;52.9;4.98;SI
;182.53;20049.24;8.48;330.13;328.7;12.33;79.78;3.69;SI
6.25;163.22;26408.88;6.03;429.02;509.96;23.57;19.18;5.04;SI
7.38;168.75;37191.11;4.18;;439.31;15.9;63.33;5.77;SI
7.8;232.67;14382.9;7.63;;413.29;15.5;42;4.36;SI
8.6;202.34;15173.47;7.25;373.65;315.48;15.01;76.88;3.24;SI
6.44;193;19579.39;7.64;314.92;379.68;12.9;75.84;3.42;SI
7.33;233.72;16066.55;8.18;224.21;401.74;15.31;81.84;4.77;SI
6.14;210.98;19981.32;9.2;271.1;332.6;17.19;79.63;3.08;SI
4.73;175.99;34265.83;5.92;324.87;441.95;12.64;;3.64;SI
5.39;172.55;28099.04;5.79;372.62;505.54;17.53;67.27;4.63;SI
5.62;215.82;9028.76;9.26;274.29;340.65;10.68;72.49;4.36;SI
5.77;184.4;31155.99;8.39;356.55;380.1;10.43;100.23;3.09;SI
;195.87;17749.3;7.56;;512.45;15.49;54.13;2.78;SI
5.25;167.92;34768.93;4.02;377.14;315.54;10.43;70.59;4.07;SI
7.69;209.19;29568.54;9.82;294.35;355.7;13.92;71.68;3.92;SI
3.68;144.27;26726.77;6.1;;564.18;13.65;92.3;3.89;SI
4.9;169.24;14676.72;8.32;;437.54;16.22;81.95;3.89;SI
5.84;202.04;13969.26;6.64;290.8;475.14;18.19;77.93;4.49;SI
;193.41;14472.39;5.64;322.67;431.46;12.72;92.76;4.41;SI
5.04;170.36;25866.1;7.4;;350.39;13.27;65.33;3.91;SI
9.96;220.04;11939.77;8.43;337.48;398.68;14.79;60.99;3.25;SI
7.42;198.71;24389.36;4.79;289.33;366.37;18.42;88;3.39;SI
;160.33;37795.76;9.15;390.28;441.99;16.45;21.36;4.44;SI
5.1;189.67;21807.4;4.37;;334.51;14.73;49.99;5.16;SI
